"dataset","nblocks","learningrate","blockForm","valAccuracy","nhidden","bottleneck","testAccuracy"
"oocytes_merluccius_states_2f",16,0.01,"diavolo",0.89809530377388,1024,0.5,0.905882358551025
"oocytes_merluccius_states_2f",8,0.01,"diavolo",0.898095262050629,256,0.25,0.890196084976196
"oocytes_merluccius_states_2f",2,0.01,"diavolo",0.897142910957337,1024,0.25,0.909803926944733
"oocytes_merluccius_states_2f",8,0.01,"diavolo",0.897142875194549,512,0.5,0.901960790157318
"oocytes_merluccius_states_2f",3,0.1,"diavolo",0.895238107442856,1024,0.5,0.890196084976196
"oocytes_merluccius_states_2f",2,0.1,"diavolo",0.894285762310028,1024,0.5,0.894117653369904
"oocytes_merluccius_states_2f",4,0.1,"rect",0.894285726547241,512,0.5,0.890196084976196
"oocytes_merluccius_states_2f",2,0.01,"rect",0.893333381414414,1024,0.5,0.925490200519562
"oocytes_merluccius_states_2f",4,0.1,"diavolo",0.893333351612091,512,0.25,0.87058824300766
"oocytes_merluccius_states_2f",8,0.1,"rect",0.892380976676941,256,0.25,0.87058824300766
"oocytes_merluccius_states_2f",3,0.01,"rect",0.89142861366272,512,0.5,0.901960790157318
"oocytes_merluccius_states_2f",2,0.1,"rect",0.890476238727569,512,0.25,0.862745106220245
"oocytes_merluccius_states_2f",4,0.1,"diavolo",0.890476232767105,1024,0.5,0.874509811401367
"oocytes_merluccius_states_2f",2,0.1,"diavolo",0.890476226806641,512,0.25,0.901960790157318
"oocytes_merluccius_states_2f",3,0.1,"rect",0.890476214885712,256,0.25,0.894117653369904
"oocytes_merluccius_states_2f",2,0.1,"diavolo",0.889523863792419,256,0.25,0.909803926944733
"oocytes_merluccius_states_2f",3,0.01,"rect",0.888571465015412,512,0.25,0.87058824300766
"oocytes_merluccius_states_2f",2,0.1,"rect",0.888571465015412,256,0.5,0.886274516582489
"oocytes_merluccius_states_2f",2,0.1,"rect",0.888571453094482,512,0.5,0.886274516582489
"oocytes_merluccius_states_2f",3,0.1,"diavolo",0.88761910200119,256,0.25,0.909803926944733
"oocytes_merluccius_states_2f",3,0.1,"rect",0.88761910200119,512,0.5,0.878431379795074
"oocytes_merluccius_states_2f",2,0.1,"diavolo",0.886666703224182,512,0.5,0.882352948188782
"oocytes_merluccius_states_2f",3,0.1,"diavolo",0.88571435213089,512,0.5,0.858823537826538
"oocytes_merluccius_states_2f",4,0.1,"diavolo",0.885714328289032,512,0.5,0.862745106220245
"oocytes_merluccius_states_2f",3,0.1,"rect",0.885714316368103,256,0.5,0.858823537826538
"oocytes_merluccius_states_2f",16,0.01,"rect",0.885714304447174,512,0.5,0.901960790157318
"oocytes_merluccius_states_2f",3,0.1,"diavolo",0.884761953353882,1024,0.25,0.894117653369904
"oocytes_merluccius_states_2f",8,0.01,"rect",0.884761917591095,1024,0.25,0.894117653369904
"oocytes_merluccius_states_2f",16,0.01,"rect",0.883809590339661,1024,0.25,0.886274516582489
"oocytes_merluccius_states_2f",4,0.01,"diavolo",0.883809584379196,256,0.25,0.886274516582489
"oocytes_merluccius_states_2f",4,0.1,"rect",0.883809566497803,512,0.25,0.886274516582489
"oocytes_merluccius_states_2f",3,0.01,"diavolo",0.883809542655945,256,0.5,0.866666674613953
"oocytes_merluccius_states_2f",4,0.1,"diavolo",0.882857191562653,256,0.25,0.878431379795074
"oocytes_merluccius_states_2f",8,0.1,"rect",0.881904810667038,256,0.5,0.882352948188782
"oocytes_merluccius_states_2f",8,0.1,"diavolo",0.881904804706573,1024,0.25,0.878431379795074
"oocytes_merluccius_states_2f",2,0.01,"rect",0.880000042915344,512,0.25,0.933333337306976
"oocytes_merluccius_states_2f",16,0.01,"diavolo",0.878095269203186,1024,0.25,0.909803926944733
"oocytes_merluccius_states_2f",2,0.1,"diavolo",0.877142870426178,1024,0.25,0.847058832645416
"oocytes_merluccius_states_2f",8,0.1,"diavolo",0.876190507411957,512,0.5,0.862745106220245
"oocytes_merluccius_states_2f",8,0.1,"diavolo",0.876190495491028,256,0.25,0.858823537826538
"oocytes_merluccius_states_2f",16,0.01,"diavolo",0.876190483570099,256,0.25,0.894117653369904
"oocytes_merluccius_states_2f",4,0.01,"rect",0.876190483570099,256,0.5,0.886274516582489
"oocytes_merluccius_states_2f",8,0.1,"diavolo",0.875238120555878,512,0.25,0.890196084976196
"oocytes_merluccius_states_2f",4,0.1,"diavolo",0.875238108634949,1024,0.25,0.890196084976196
"oocytes_merluccius_states_2f",2,0.01,"diavolo",0.87428577542305,1024,0.5,0.87058824300766
"oocytes_merluccius_states_2f",4,0.01,"diavolo",0.874285757541656,1024,0.25,0.886274516582489
"oocytes_merluccius_states_2f",3,0.1,"rect",0.874285733699799,512,0.25,0.847058832645416
"oocytes_merluccius_states_2f",16,0.01,"diavolo",0.872381001710892,512,0.25,0.890196084976196
"oocytes_merluccius_states_2f",16,0.01,"diavolo",0.872380971908569,512,0.5,0.862745106220245
"oocytes_merluccius_states_2f",3,0.01,"rect",0.871428638696671,256,0.5,0.792156875133514
"oocytes_merluccius_states_2f",2,0.1,"diavolo",0.870476233959198,256,0.5,0.862745106220245
"oocytes_merluccius_states_2f",16,0.1,"diavolo",0.869523823261261,512,0.25,0.847058832645416
"oocytes_merluccius_states_2f",3,0.01,"diavolo",0.868571490049362,1024,0.5,0.882352948188782
"oocytes_merluccius_states_2f",3,0.1,"diavolo",0.868571484088898,256,0.5,0.874509811401367
"oocytes_merluccius_states_2f",8,0.01,"rect",0.868571472167969,512,0.5,0.87058824300766
"oocytes_merluccius_states_2f",16,0.01,"rect",0.868571472167969,1024,0.5,0.898039221763611
"oocytes_merluccius_states_2f",2,0.01,"diavolo",0.867619061470032,256,0.25,0.91372549533844
"oocytes_merluccius_states_2f",8,0.01,"rect",0.864761966466904,512,0.25,0.87058824300766
"oocytes_merluccius_states_2f",3,0.01,"rect",0.864761930704117,1024,0.5,0.87058824300766
"oocytes_merluccius_states_2f",4,0.01,"diavolo",0.86380957365036,256,0.5,0.862745106220245
"oocytes_merluccius_states_2f",16,0.01,"rect",0.863809549808502,512,0.25,0.882352948188782
"oocytes_merluccius_states_2f",8,0.01,"diavolo",0.860952413082123,256,0.5,0.850980401039124
"oocytes_merluccius_states_2f",4,0.1,"diavolo",0.860000026226044,256,0.5,0.87058824300766
"oocytes_merluccius_states_2f",3,0.01,"diavolo",0.856190490722656,256,0.25,0.890196084976196
"oocytes_merluccius_states_2f",2,0.01,"rect",0.853333377838135,256,0.25,0.835294127464294
"oocytes_merluccius_states_2f",2,0.01,"rect",0.853333365917206,512,0.5,0.878431379795074
"oocytes_merluccius_states_2f",8,0.01,"diavolo",0.850476217269898,1024,0.5,0.858823537826538
"oocytes_merluccius_states_2f",4,0.01,"diavolo",0.847619116306305,1024,0.5,0.878431379795074
"oocytes_merluccius_states_2f",3,0.01,"rect",0.844761973619461,256,0.25,0.878431379795074
"oocytes_merluccius_states_2f",8,0.01,"rect",0.840952432155609,256,0.25,0.847058832645416
"oocytes_merluccius_states_2f",16,0.01,"diavolo",0.840000021457672,256,0.5,0.815686285495758
"oocytes_merluccius_states_2f",16,0.1,"diavolo",0.838095247745514,256,0.25,0.835294127464294
"oocytes_merluccius_states_2f",2,0.01,"rect",0.835238111019134,1024,0.25,0.854901969432831
"oocytes_merluccius_states_2f",4,0.01,"rect",0.833333361148834,512,0.5,0.882352948188782
"oocytes_merluccius_states_2f",2,0.01,"diavolo",0.828571498394013,512,0.5,0.796078443527222
"oocytes_merluccius_states_2f",2,0.01,"diavolo",0.819047629833222,512,0.25,0.847058832645416
"oocytes_merluccius_states_2f",8,0.01,"diavolo",0.818095308542252,1024,0.25,0.866666674613953
"oocytes_merluccius_states_2f",4,0.1,"rect",0.818095278739929,1024,0.25,0.850980401039124
"oocytes_merluccius_states_2f",8,0.01,"rect",0.802857196331024,256,0.5,0.796078443527222
"oocytes_merluccius_states_2f",3,0.01,"rect",0.801904797554016,1024,0.25,0.858823537826538
"oocytes_merluccius_states_2f",2,0.01,"diavolo",0.800000071525574,256,0.5,0.82745099067688
"oocytes_merluccius_states_2f",4,0.01,"rect",0.776190519332886,256,0.25,0.800000011920929
"oocytes_merluccius_states_2f",3,0.01,"diavolo",0.773333358764649,512,0.5,0.843137264251709
"oocytes_merluccius_states_2f",8,0.01,"rect",0.757142901420593,1024,0.5,0.835294127464294
"oocytes_merluccius_states_2f",4,0.01,"diavolo",0.6142857670784,512,0.5,0.690196096897125
"oocytes_merluccius_states_2f",16,0.01,"rect",0.600000023841858,256,0.5,0.690196096897125
"oocytes_merluccius_states_2f",16,0.1,"diavolo",0.600000023841858,1024,0.25,0.690196096897125
"oocytes_merluccius_states_2f",16,0.1,"diavolo",0.600000023841858,512,0.5,0.690196096897125
"oocytes_merluccius_states_2f",16,0.1,"rect",0.600000023841858,256,0.25,0.690196096897125
"oocytes_merluccius_states_2f",16,0.1,"rect",0.600000023841858,256,0.5,0.690196096897125
"oocytes_merluccius_states_2f",8,0.1,"diavolo",0.600000023841858,1024,0.5,0.690196096897125
"oocytes_merluccius_states_2f",8,0.1,"rect",0.552380986511707,512,0.5,0.690196096897125
"oocytes_merluccius_states_2f",8,0.1,"rect",0.38000003695488,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"rect",0.363809561729431,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"diavolo",0.363809561729431,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",8,0.1,"rect",0.35714289098978,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"rect",0.349523843824864,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"diavolo",0.348571464419365,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"diavolo",0.342857177555561,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"diavolo",0.338095283508301,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"rect",0.334285753965378,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"rect",0.334285753965378,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"rect",0.334285753965378,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"rect",0.334285753965378,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"rect",0.334285753965378,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"rect",0.334285753965378,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"rect",0.334285753965378,512,0.5,0.25098043680191
"oocytes_merluccius_states_2f",2,1,"diavolo",0.334285753965378,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"diavolo",0.332380992174149,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"rect",0.323809561133385,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",16,0.1,"rect",0.313333369791508,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"rect",0.313333369791508,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"rect",0.312380993366242,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",16,0.1,"diavolo",0.307619088888168,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"diavolo",0.307619088888168,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"diavolo",0.306666707992554,1024,0.25,0.25098043680191
"oocytes_merluccius_states_2f",16,1,"diavolo",0.305714327096939,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",16,0.1,"rect",0.304761946201325,1024,0.25,0.25098043680191
"oocytes_merluccius_states_2f",16,0.1,"rect",0.304761946201325,1024,0.5,0.25098043680191
"oocytes_merluccius_states_2f",16,0.1,"rect",0.304761946201325,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"rect",0.304761946201325,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"rect",0.304761946201325,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"diavolo",0.304761946201325,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"rect",0.304761946201325,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"rect",0.304761946201325,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"diavolo",0.304761946201325,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"diavolo",0.304761946201325,512,0.5,0.25098043680191
"oocytes_merluccius_states_2f",16,1,"rect",0.304761946201325,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"rect",0.304761946201325,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"diavolo",0.304761946201325,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",16,1,"diavolo",0.304761946201325,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"rect",0.304761946201325,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"rect",0.304761946201325,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"diavolo",0.304761946201325,1024,0.5,0.25098043680191
"oocytes_merluccius_states_2f",8,1,"rect",0.304761946201325,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"rect",0.304761946201325,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"diavolo",0.304761946201325,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"rect",0.304761946201325,256,0.25,0.25098043680191
"oocytes_merluccius_states_2f",8,1,"rect",0.304761946201325,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"diavolo",0.304761946201325,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",8,1,"diavolo",0.304761946201325,256,0.5,0.25098043680191
"oocytes_merluccius_states_2f",4,1,"diavolo",0.304761946201325,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"diavolo",0.304761946201325,512,0.25,0.25098043680191
"oocytes_merluccius_states_2f",4,1,"diavolo",0.304761946201325,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"rect",0.304761946201325,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"rect",0.304761946201325,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",4,1,"diavolo",0.304761946201325,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"diavolo",0.304761946201325,1024,0.25,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"rect",0.304761946201325,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"diavolo",0.304761946201325,512,0.25,0.25098043680191
"oocytes_merluccius_states_2f",3,1,"diavolo",0.304761946201325,512,0.5,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"diavolo",0.304761946201325,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",3,1,"diavolo",0.304761946201325,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"rect",0.304761946201325,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"diavolo",0.304761946201325,1024,0.5,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"diavolo",0.304761946201325,512,0.25,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"rect",0.304761946201325,256,0.25,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"rect",0.304761946201325,256,0.5,0.250980406999588
"oocytes_merluccius_states_2f",2,1,"diavolo",0.304761946201325,256,0.25,0.250980406999588
