"dataset","nhidden","bottleneck","learningrate","valAccuracy","nblocks","testAccuracy","blockForm"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.916666686534882,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.916666686534882,2,0.959999978542328,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.916666686534882,2,0.799999952316284,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.916666686534882,2,0.719999969005585,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.90833335518837,4,0.919999957084656,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.90833335518837,3,0.959999978542328,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.90833335518837,3,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.90833335518837,2,1,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.908333343267441,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.900000017881393,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.900000017881393,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.891666686534882,8,0.919999957084656,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.891666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.891666686534882,4,0.919999957084656,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.891666686534882,3,0.759999990463257,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.891666686534882,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.891666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.891666680574417,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.891666680574417,2,0.639999985694885,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.883333361148834,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.88333335518837,2,0.959999978542328,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.88333335518837,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.88333335518837,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.875000029802322,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.875000029802322,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.875000023841858,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.875000023841858,4,0.919999957084656,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.875000017881393,16,0.839999973773956,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.875000017881393,4,0.719999969005585,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.875000017881393,4,0.839999973773956,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.875000017881393,2,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.866666698455811,4,0.839999973773956,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.866666692495346,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.866666692495346,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.866666680574417,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.858333367109299,3,0.839999973773956,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.858333361148834,3,0.919999957084656,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.858333361148834,8,0.720000028610229,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.850000035762787,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.850000035762787,3,0.839999973773956,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.850000029802322,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.850000023841858,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.850000023841858,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.850000023841858,3,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.850000023841858,2,0.799999952316284,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.833333373069763,4,0.919999957084656,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.833333373069763,3,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.833333361148834,8,0.719999969005585,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.83333335518837,2,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.83333335518837,3,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.833333351463079,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.833333351463079,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.833333351463079,3,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.833333349227905,8,0.599999964237213,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.833333349227905,3,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.833333343267441,8,1,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.825000035762787,3,0.839999973773956,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.825000029802323,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.825000023841858,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.825000011920929,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.816666692495346,3,0.679999947547913,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.01,0.816666686534882,16,0.959999978542328,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.808333349227905,2,0.799999952316284,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.800000017881394,4,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.800000017881393,4,0.719999969005585,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.800000011920929,8,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.775000023841858,16,0.839999973773956,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.766666686534882,16,0.919999957084656,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.766666682809591,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.758333361148834,8,0.799999952316284,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.75833335518837,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.758333349972963,16,0.919999957084656,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.750000016391277,8,0.119999997317791,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.750000005960465,3,0.799999952316284,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.75,3,0.799999952316284,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.741666685044766,4,0.119999997317791,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.741666680574417,3,0.719999969005585,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.725000023841858,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.708333343267441,2,0.799999952316284,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.01,0.691666676849127,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.675000017881393,3,0.759999990463257,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.666666681319475,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.591666683554649,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.475000014901161,3,0.559999942779541,"diavolo"
