"dataset","bottleneck","testAccuracy","learningrate","nblocks","nhidden","valAccuracy","blockForm"
"iris",0.5,0.351351380348206,0.1,16,1024,0.206666684150696,"diavolo"
"iris",0.5,0.351351380348206,1,8,1024,0.206666684150696,"diavolo"
"iris",0.25,0.351351380348206,0.1,16,1024,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,0.1,16,512,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,1,16,1024,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,1,16,1024,0.200000017881393,"diavolo"
"iris",0.5,0.351351380348206,1,16,1024,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,16,1024,0.200000017881393,"diavolo"
"iris",0.25,0.351351380348206,1,16,512,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,1,16,512,0.200000017881393,"diavolo"
"iris",0.5,0.351351380348206,1,16,512,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,16,512,0.200000017881393,"diavolo"
"iris",0.25,0.351351380348206,1,16,256,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,1,16,256,0.200000017881393,"diavolo"
"iris",0.5,0.351351380348206,1,16,256,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,1,8,1024,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,8,1024,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,1,8,512,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,8,512,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,8,512,0.200000017881393,"diavolo"
"iris",0.25,0.351351380348206,1,8,256,0.200000017881393,"rect"
"iris",0.25,0.351351380348206,1,8,256,0.200000017881393,"diavolo"
"iris",0.5,0.351351380348206,1,8,256,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,8,256,0.200000017881393,"diavolo"
"iris",0.25,0.351351380348206,1,4,1024,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,4,1024,0.200000017881393,"diavolo"
"iris",0.25,0.351351380348206,1,3,512,0.200000017881393,"rect"
"iris",0.5,0.351351380348206,1,3,512,0.200000017881393,"diavolo"
