"dataset","nlayers","testAccuracy","nhidden","valAccuracy","layerForm","learningrate"
"oocytes_trisopterus_states_5b",3,0.88596498966217,1024,0.827941173315048,"rect",1
"oocytes_trisopterus_states_5b",4,0.824561357498169,1024,0.82205885052681,"rect",0.1
"oocytes_trisopterus_states_5b",8,0.868421077728271,1024,0.822058814764023,"cone",1
"oocytes_trisopterus_states_5b",2,0.868421137332916,512,0.819117647409439,"cone",0.1
"oocytes_trisopterus_states_5b",3,0.846491277217865,1024,0.817647063732147,"rect",0.01
"oocytes_trisopterus_states_5b",3,0.789473652839661,256,0.810294115543366,"cone",0.01
"oocytes_trisopterus_states_5b",3,0.833333313465118,1024,0.808823585510254,"cone",0.1
"oocytes_trisopterus_states_5b",4,0.824561417102814,512,0.807352989912033,"rect",1
"oocytes_trisopterus_states_5b",4,0.868421077728271,256,0.802941167354584,"rect",1
"oocytes_trisopterus_states_5b",2,0.846491277217865,1024,0.795588225126266,"rect",0.01
"oocytes_trisopterus_states_5b",3,0.864035069942474,512,0.792647057771683,"rect",1
"oocytes_trisopterus_states_5b",8,0.802631616592407,512,0.791176509857178,"rect",0.1
"oocytes_trisopterus_states_5b",8,0.811403512954712,512,0.788235330581665,"cone",1
"oocytes_trisopterus_states_5b",4,0.811403512954712,256,0.779411798715592,"cone",0.1
"oocytes_trisopterus_states_5b",4,0.842105269432068,256,0.779411733150482,"rect",0.01
"oocytes_trisopterus_states_5b",3,0.824561417102814,512,0.773529434204102,"rect",0.01
"oocytes_trisopterus_states_5b",4,0.811403572559357,512,0.772058838605881,"rect",0.1
"oocytes_trisopterus_states_5b",8,0.802631556987762,1024,0.763235306739807,"rect",0.1
"oocytes_trisopterus_states_5b",4,0.802631556987762,1024,0.758823537826538,"rect",0.01
"oocytes_trisopterus_states_5b",2,0.846491158008575,1024,0.751470619440079,"rect",0.1
"oocytes_trisopterus_states_5b",3,0.84649121761322,512,0.750000017881394,"cone",0.01
"oocytes_trisopterus_states_5b",3,0.824561417102814,256,0.748529446125031,"rect",1
"oocytes_trisopterus_states_5b",8,0.864035069942474,1024,0.747058820724487,"rect",1
"oocytes_trisopterus_states_5b",8,0.793859660625458,256,0.736764723062515,"rect",0.1
"oocytes_trisopterus_states_5b",4,0.780701816082001,256,0.735294103622437,"cone",0.01
"oocytes_trisopterus_states_5b",3,0.811403512954712,256,0.732352983951569,"rect",0.01
"oocytes_trisopterus_states_5b",4,0.793859720230103,1024,0.726470565795899,"cone",0.1
"oocytes_trisopterus_states_5b",2,0.828947365283966,512,0.720588266849518,"rect",0.1
"oocytes_trisopterus_states_5b",8,0.780701816082001,512,0.711764717102051,"cone",0.1
"oocytes_trisopterus_states_5b",2,0.754385948181152,512,0.710294127464294,"rect",1
"oocytes_trisopterus_states_5b",16,0.719298243522644,1024,0.708823549747467,"rect",0.1
"oocytes_trisopterus_states_5b",16,0.754386007785797,512,0.704411786794662,"rect",0.1
"oocytes_trisopterus_states_5b",8,0.758771955966949,512,0.697058862447739,"rect",0.01
"oocytes_trisopterus_states_5b",16,0.763157963752747,256,0.697058856487274,"rect",0.1
"oocytes_trisopterus_states_5b",8,0.741228044033051,1024,0.69264709353447,"rect",0.01
"oocytes_trisopterus_states_5b",4,0.732456088066101,512,0.676470637321472,"cone",0.01
"oocytes_trisopterus_states_5b",16,0.771929800510406,1024,0.67500005364418,"rect",1
"oocytes_trisopterus_states_5b",4,0.671052634716034,512,0.67205885052681,"cone",0.1
"oocytes_trisopterus_states_5b",4,0.824561476707458,512,0.648529464006424,"cone",1
"oocytes_trisopterus_states_5b",8,0.684210538864136,256,0.648529416322708,"rect",1
"oocytes_trisopterus_states_5b",8,0.666666686534882,256,0.636764717102051,"rect",0.01
"oocytes_trisopterus_states_5b",16,0.578947365283966,1024,0.594117659330368,"cone",0.01
"oocytes_trisopterus_states_5b",8,0.587719261646271,256,0.589705902338028,"cone",0.01
"oocytes_trisopterus_states_5b",32,0.578947365283966,1024,0.588235318660736,"cone",0.01
"oocytes_trisopterus_states_5b",32,0.578947365283966,1024,0.588235318660736,"rect",0.01
"oocytes_trisopterus_states_5b",32,0.578947365283966,512,0.588235318660736,"cone",0.01
"oocytes_trisopterus_states_5b",32,0.578947365283966,256,0.588235318660736,"cone",0.01
"oocytes_trisopterus_states_5b",32,0.578947365283966,512,0.588235318660736,"cone",0.1
"oocytes_trisopterus_states_5b",32,0.578947365283966,1024,0.588235318660736,"cone",1
"oocytes_trisopterus_states_5b",32,0.578947365283966,256,0.588235318660736,"cone",1
"oocytes_trisopterus_states_5b",16,0.578947365283966,1024,0.588235318660736,"rect",0.01
"oocytes_trisopterus_states_5b",16,0.578947365283966,512,0.588235318660736,"cone",0.01
"oocytes_trisopterus_states_5b",16,0.578947365283966,512,0.588235318660736,"rect",0.01
"oocytes_trisopterus_states_5b",16,0.578947365283966,256,0.588235318660736,"cone",0.01
"oocytes_trisopterus_states_5b",16,0.578947365283966,256,0.588235318660736,"rect",0.01
"oocytes_trisopterus_states_5b",16,0.578947365283966,512,0.588235318660736,"cone",0.1
"oocytes_trisopterus_states_5b",16,0.578947365283966,256,0.588235318660736,"cone",0.1
"oocytes_trisopterus_states_5b",8,0.578947365283966,1024,0.588235318660736,"cone",0.01
"oocytes_trisopterus_states_5b",8,0.578947365283966,512,0.588235318660736,"cone",0.01
"oocytes_trisopterus_states_5b",8,0.578947365283966,1024,0.588235318660736,"cone",0.1
"oocytes_trisopterus_states_5b",32,0.407894730567932,256,0.552941197156906,"cone",0.1
"oocytes_trisopterus_states_5b",16,0.578947365283966,1024,0.544117677211762,"cone",0.1
"oocytes_trisopterus_states_5b",32,0.578947365283966,256,0.517647075653076,"rect",1
"oocytes_trisopterus_states_5b",8,0.416666686534882,256,0.486764714121818,"cone",0.1
"oocytes_trisopterus_states_5b",32,0.44298243522644,512,0.473529422283173,"rect",0.01
"oocytes_trisopterus_states_5b",32,0.407894760370255,1024,0.464705893397331,"rect",1
"oocytes_trisopterus_states_5b",32,0.407894730567932,512,0.464705893397331,"rect",1
"oocytes_trisopterus_states_5b",32,0.421052575111389,256,0.461764726042747,"rect",0.01
"oocytes_trisopterus_states_5b",32,0.407894760370255,1024,0.429411771893501,"rect",0.1
"oocytes_trisopterus_states_5b",16,0.407894760370255,512,0.429411771893501,"rect",1
"oocytes_trisopterus_states_5b",8,0.407894730567932,512,0.413235300779343,"rect",1
"oocytes_trisopterus_states_5b",32,0.407894760370255,1024,0.411764711141586,"cone",0.1
"oocytes_trisopterus_states_5b",32,0.407894730567932,256,0.411764711141586,"rect",0.1
"oocytes_trisopterus_states_5b",32,0.407894760370255,512,0.411764711141586,"cone",1
"oocytes_trisopterus_states_5b",16,0.407894730567932,512,0.411764711141586,"cone",1
"oocytes_trisopterus_states_5b",16,0.407894760370255,256,0.411764711141586,"rect",1
"oocytes_trisopterus_states_5b",32,0.407894730567932,512,0.370588240027428,"rect",0.1
"oocytes_trisopterus_states_5b",16,0.223684206604958,256,0.327941194176674,"cone",1
"oocytes_trisopterus_states_5b",16,0.407894760370255,1024,0.257352944463491,"cone",1
