"dataset","valAccuracy","nlayers","testAccuracy","layerForm","learningrate","nhidden"
"ozone",0.96276593208313,2,0.971608877182007,"cone",1,1024
"ozone",0.96276593208313,2,0.971608936786652,"cone",1,256
"ozone",0.96276593208313,2,0.971608877182007,"rect",1,256
"ozone",0.962765926122666,32,0.971608877182007,"cone",0.1,1024
"ozone",0.962765926122666,16,0.971608877182007,"cone",0.1,1024
"ozone",0.962765926122666,4,0.971608877182007,"cone",0.01,1024
"ozone",0.962765926122666,4,0.971608877182007,"cone",0.01,512
"ozone",0.962765926122666,4,0.971608877182007,"cone",0.1,512
"ozone",0.962765926122666,3,0.971608877182007,"rect",0.01,1024
"ozone",0.962765926122666,3,0.971608996391296,"rect",0.01,512
"ozone",0.962765926122666,3,0.971608996391296,"rect",0.01,256
"ozone",0.962765926122666,2,0.971608877182007,"cone",1,512
"ozone",0.962765926122665,32,0.971608996391296,"cone",0.1,256
"ozone",0.962765926122665,32,0.971608877182007,"rect",1,512
"ozone",0.962765926122665,16,0.971608877182007,"cone",1,256
"ozone",0.962765926122665,8,0.971608877182007,"rect",1,512
"ozone",0.962765926122665,8,0.971608877182007,"cone",1,256
"ozone",0.962765926122665,2,0.971608996391296,"rect",0.01,512
"ozone",0.962765926122665,2,0.965299785137177,"rect",1,1024
"ozone",0.962765920162201,32,0.971608877182007,"cone",1,512
"ozone",0.962765920162201,16,0.971608877182007,"rect",1,1024
"ozone",0.962765920162201,8,0.971608877182007,"rect",1,256
"ozone",0.962765920162201,4,0.971608936786652,"rect",1,512
"ozone",0.962765920162201,2,0.971608877182007,"cone",0.01,512
"ozone",0.962765920162201,2,0.971608936786652,"rect",0.1,256
"ozone",0.962765920162201,32,0.971608877182007,"rect",1,1024
"ozone",0.962765920162201,8,0.971608877182007,"rect",0.01,256
"ozone",0.962765914201737,2,0.971608877182007,"cone",0.01,1024
"ozone",0.962765914201736,4,0.971608877182007,"cone",0.01,256
"ozone",0.962765908241272,16,0.971608877182007,"cone",0.01,256
"ozone",0.96223401427269,4,0.966877102851868,"rect",1,1024
"ozone",0.957446795701981,4,0.965299785137177,"cone",1,512
"ozone",0.955319112539291,4,0.929022133350372,"cone",1,1024
"ozone",0.928723365068436,3,0.940063238143921,"rect",1,1024
"ozone",0.846808481216431,8,0.818611979484558,"cone",1,1024
"ozone",0.037234041839838,32,0.0283911693841219,"cone",1,1024
