"dataset","nhidden","layerForm","testAccuracy","valAccuracy","learningrate","nlayers"
"abalone",512,"rect",0.505747079849243,0.494594594836235,0.1,8
"abalone",512,"cone",0.517241358757019,0.486486515402794,0.01,3
"abalone",256,"rect",0.520114958286285,0.478040561079979,0.1,3
"abalone",1024,"cone",0.487547844648361,0.463175693154335,0.01,3
"abalone",1024,"cone",0.540229856967926,0.460135152935982,0.1,16
"abalone",256,"rect",0.476053595542908,0.459797304868698,0.1,8
"abalone",1024,"cone",0.501915633678436,0.454391917586327,0.1,8
"abalone",1024,"rect",0.336206883192062,0.441216221451759,1,16
"abalone",256,"cone",0.48563215136528,0.438513532280922,0.1,4
"abalone",256,"rect",0.4367815554142,0.414527040719986,0.01,4
"abalone",256,"rect",0.416666626930237,0.411824345588684,0.01,8
"abalone",512,"cone",0.45210725069046,0.406418934464455,0.01,8
"abalone",256,"cone",0.406130284070969,0.388513532280922,0.01,4
"abalone",256,"cone",0.34195402264595,0.380067583918571,0.1,32
"abalone",512,"rect",0.336206883192062,0.375675678253174,1,16
"abalone",1024,"cone",0.336206912994385,0.368243238329887,0.01,16
"abalone",512,"cone",0.450191557407379,0.3675675958395,0.01,4
"abalone",256,"rect",0.413793087005615,0.367567586898804,0.01,3
"abalone",512,"cone",0.340038299560547,0.366554057598114,0.1,32
"abalone",256,"cone",0.328544050455093,0.366216221451759,0.01,32
"abalone",1024,"rect",0.336206883192062,0.364864856004715,0.1,32
"abalone",512,"rect",0.336206912994385,0.364864856004715,0.1,32
"abalone",256,"rect",0.336206883192062,0.364864856004715,1,32
"abalone",256,"cone",0.362068951129913,0.345608127117157,0.01,16
"abalone",1024,"cone",0.336206883192062,0.343581095337868,1,32
"abalone",256,"cone",0.336206883192062,0.343581095337868,1,32
"abalone",1024,"rect",0.347701102495193,0.343243262171745,0.01,32
"abalone",512,"rect",0.371647536754608,0.341216239333153,0.01,32
"abalone",1024,"cone",0.373563230037689,0.338851374387741,0.01,32
"abalone",512,"cone",0.347701132297516,0.337162178754807,1,32
"abalone",512,"cone",0.347701132297516,0.334459483623505,0.01,32
"abalone",1024,"cone",0.347701102495193,0.334459483623505,0.1,32
"abalone",256,"rect",0.347701102495193,0.334459483623505,0.1,32
"abalone",256,"rect",0.347701132297516,0.334459483623505,0.01,16
"abalone",256,"rect",0.347701132297516,0.334459483623505,1,16
"abalone",512,"rect",0.337164729833603,0.333445972204208,0.01,8
"abalone",1024,"rect",0.316091954708099,0.333108130097389,0.01,8
"abalone",512,"rect",0.347701102495193,0.333108115196228,1,32
"abalone",256,"rect",0.364942491054535,0.32364866733551,0.01,32
"abalone",256,"cone",0.332375526428223,0.320270285010338,0.01,8
"abalone",512,"cone",0.361111104488373,0.320270282030106,0.01,16
"abalone",1024,"rect",0.316091924905777,0.304054069519043,1,32
"abalone",512,"rect",0.316091954708099,0.301351365447044,0.01,16
"abalone",1024,"rect",0.316091954708099,0.300675690174103,0.01,16
