"dataset","nhidden","testAccuracy","learningrate","valAccuracy","layerForm","nlayers"
"hepatitis",1024,0.794871807098389,0.1,0.666666746139526,"cone",32
"hepatitis",256,0.794871807098389,0.1,0.666666746139526,"cone",32
"hepatitis",1024,0.794871807098389,1,0.666666746139526,"cone",32
"hepatitis",512,0.794871807098389,1,0.666666746139526,"cone",32
"hepatitis",512,0.794871807098389,1,0.666666746139526,"rect",32
"hepatitis",256,0.794871807098389,1,0.666666746139526,"cone",32
"hepatitis",256,0.794871807098389,1,0.666666746139526,"rect",32
"hepatitis",1024,0.794871807098389,0.01,0.666666746139526,"cone",16
"hepatitis",1024,0.794871807098389,0.01,0.666666746139526,"rect",16
"hepatitis",512,0.794871807098389,0.01,0.666666746139526,"cone",16
"hepatitis",512,0.794871807098389,0.01,0.666666746139526,"rect",16
"hepatitis",256,0.794871807098389,0.01,0.666666746139526,"cone",16
"hepatitis",256,0.794871807098389,0.01,0.666666746139526,"rect",16
"hepatitis",512,0.794871807098389,0.1,0.666666746139526,"cone",16
"hepatitis",256,0.794871807098389,0.1,0.666666746139526,"cone",16
"hepatitis",256,0.794871807098389,0.1,0.666666746139526,"rect",16
"hepatitis",512,0.794871807098389,1,0.666666746139526,"cone",16
"hepatitis",512,0.794871807098389,1,0.666666746139526,"rect",16
"hepatitis",256,0.794871807098389,1,0.666666746139526,"cone",16
"hepatitis",1024,0.794871807098389,0.01,0.666666746139526,"cone",8
"hepatitis",1024,0.794871807098389,0.01,0.666666746139526,"rect",8
"hepatitis",512,0.794871807098389,0.01,0.666666746139526,"cone",8
"hepatitis",512,0.794871807098389,0.01,0.666666746139526,"rect",8
"hepatitis",256,0.794871807098389,0.01,0.666666746139526,"cone",8
"hepatitis",256,0.794871807098389,0.01,0.666666746139526,"rect",8
"hepatitis",1024,0.794871807098389,0.1,0.666666746139526,"cone",8
"hepatitis",512,0.794871807098389,0.1,0.666666746139526,"cone",8
"hepatitis",256,0.794871807098389,0.01,0.666666746139526,"cone",4
"hepatitis",256,0.794871807098389,0.01,0.666666746139526,"rect",4
"hepatitis",1024,0.794871807098389,0.1,0.666666746139526,"cone",4
"hepatitis",256,0.794871807098389,0.1,0.666666746139526,"cone",4
"hepatitis",256,0.794871807098389,0.1,0.666666746139526,"rect",4
"hepatitis",1024,0.82051283121109,0.01,0.666666746139526,"cone",3
"hepatitis",512,0.769230782985687,0.01,0.666666746139526,"cone",3
"hepatitis",256,0.794871807098389,0.1,0.666666746139526,"rect",3
"hepatitis",256,0.82051283121109,0.01,0.666666746139526,"cone",2
"hepatitis",512,0.794871807098389,0.1,0.666666746139526,"rect",2
"hepatitis",512,0.82051283121109,0.01,0.653333377838135,"rect",3
"hepatitis",1024,0.384615391492844,1,0.640000051259994,"cone",8
"hepatitis",512,0.794871807098389,0.1,0.633333405852318,"rect",32
"hepatitis",256,0.794871807098389,0.1,0.633333405852318,"rect",32
"hepatitis",1024,0.794871807098389,1,0.633333405852318,"rect",16
"hepatitis",1024,0.205128207802773,0.1,0.633333405852318,"rect",32
"hepatitis",512,0.846153855323792,0.01,0.633333384990692,"rect",2
"hepatitis",512,0.615384638309479,0.1,0.63333338201046,"rect",16
"hepatitis",256,0.205128207802773,1,0.580000051856041,"rect",16
"hepatitis",1024,0.794871807098389,1,0.533333384990692,"rect",32
"hepatitis",1024,0.205128207802773,0.01,0.500000044703484,"rect",32
"hepatitis",1024,0.435897439718246,1,0.486666712164879,"rect",8
"hepatitis",512,0.205128207802773,0.01,0.366666683554649,"rect",32
"hepatitis",512,0.205128207802773,0.1,0.333333343267441,"cone",32
