"dataset","layerForm","testAccuracy","learningrate","nhidden","valAccuracy","nlayers"
"bank","rect",0.884955704212189,0.01,1024,0.895335292816162,8
"bank","cone",0.884955763816833,0.01,1024,0.895043790340424,32
"bank","rect",0.884955644607544,0.01,1024,0.895043790340424,32
"bank","rect",0.884955644607544,0.01,512,0.895043790340424,32
"bank","cone",0.884955763816833,0.01,256,0.895043790340424,32
"bank","rect",0.884955704212189,0.01,256,0.895043790340424,32
"bank","cone",0.884955763816833,0.1,512,0.895043790340424,32
"bank","rect",0.884955763816833,0.1,512,0.895043790340424,32
"bank","rect",0.884955763816833,0.1,256,0.895043790340424,32
"bank","rect",0.884955704212189,1,1024,0.895043790340424,32
"bank","cone",0.884955704212189,1,512,0.895043790340424,32
"bank","rect",0.884955644607544,1,512,0.895043790340424,32
"bank","cone",0.884955644607544,1,256,0.895043790340424,32
"bank","rect",0.884955644607544,1,256,0.895043790340424,32
"bank","cone",0.884955704212189,0.01,512,0.895043790340424,16
"bank","rect",0.884955704212189,0.01,512,0.895043790340424,16
"bank","cone",0.884955763816833,0.01,256,0.895043790340424,16
"bank","rect",0.884955704212189,0.01,256,0.895043790340424,16
"bank","rect",0.884955763816833,0.1,1024,0.895043790340424,16
"bank","rect",0.884955704212189,0.1,512,0.895043790340424,16
"bank","cone",0.884955704212189,1,1024,0.895043790340424,16
"bank","cone",0.884955644607544,1,512,0.895043790340424,16
"bank","rect",0.884955704212189,1,512,0.895043790340424,16
"bank","cone",0.884955704212189,0.01,512,0.895043790340424,8
"bank","rect",0.884955763816833,0.01,512,0.895043790340424,8
"bank","cone",0.884955644607544,0.1,1024,0.895043790340424,8
"bank","rect",0.884955644607544,0.1,1024,0.895043790340424,8
"bank","cone",0.884955763816833,0.1,512,0.895043790340424,8
"bank","rect",0.884955644607544,0.1,512,0.895043790340424,8
"bank","cone",0.884955644607544,0.1,256,0.895043790340424,8
"bank","rect",0.884955704212189,0.1,256,0.895043790340424,8
"bank","cone",0.884955763816833,1,1024,0.895043790340424,8
"bank","cone",0.884955763816833,1,512,0.895043790340424,8
"bank","cone",0.884955763816833,0.1,256,0.895043790340424,4
"bank","rect",0.884955763816833,1,1024,0.895043790340424,4
"bank","cone",0.884955704212189,1,512,0.895043790340424,4
"bank","rect",0.884955644607544,1,512,0.895043790340424,4
"bank","rect",0.884955763816833,0.1,512,0.895043790340424,3
"bank","rect",0.884955704212189,1,1024,0.895043790340424,3
"bank","cone",0.884955704212189,1,512,0.895043790340424,3
"bank","rect",0.884955704212189,1,512,0.895043790340424,3
"bank","cone",0.884955763816833,1,256,0.895043790340424,3
"bank","rect",0.884955644607544,1,1024,0.895043790340424,2
"bank","rect",0.884955704212189,0.1,1024,0.895043784379959,32
"bank","rect",0.884955704212189,0.01,1024,0.895043784379959,16
"bank","cone",0.884955704212189,0.1,256,0.895043784379959,16
"bank","rect",0.884955763816833,1,1024,0.895043784379959,16
"bank","cone",0.884955704212189,0.01,1024,0.895043784379959,8
"bank","cone",0.884955644607544,0.01,256,0.895043784379959,8
"bank","rect",0.884955763816833,1,1024,0.895043784379959,8
"bank","cone",0.884955644607544,1,256,0.895043784379959,8
"bank","rect",0.884955704212189,1,256,0.895043784379959,8
"bank","cone",0.884955763816833,0.1,512,0.895043784379959,4
"bank","cone",0.884955704212189,0.01,512,0.895043784379959,32
"bank","cone",0.884955763816833,1,1024,0.895043784379959,32
"bank","cone",0.884955644607544,0.1,512,0.895043784379959,16
"bank","rect",0.884955763816833,0.1,256,0.895043784379959,16
"bank","cone",0.884955704212189,1,1024,0.895043784379959,4
"bank","cone",0.884955704212189,1,256,0.895043784379959,4
"bank","rect",0.884955644607544,1,256,0.895043784379959,4
"bank","cone",0.884955704212189,1,1024,0.895043784379959,3
"bank","cone",0.884955644607544,0.1,1024,0.895043778419495,32
"bank","cone",0.884955704212189,0.1,256,0.895043778419495,32
"bank","cone",0.884955644607544,0.1,1024,0.895043778419495,16
"bank","rect",0.884955644607544,1,256,0.895043778419495,16
"bank","cone",0.884955763816833,0.01,1024,0.895043778419495,16
"bank","cone",0.884955763816833,1,256,0.89504377245903,16
"bank","rect",0.884955644607544,1,256,0.89504377245903,3
"bank","rect",0.884955704212189,1,512,0.89504377245903,2
"bank","rect",0.884955704212189,1,256,0.89504377245903,2
"bank","rect",0.884955704212189,1,512,0.895043766498566,8
"bank","rect",0.892035365104675,0.1,512,0.894752234220505,2
"bank","rect",0.881415963172913,0.01,1024,0.886005878448486,4
