"dataset","nlayers","layerForm","valAccuracy","testAccuracy","learningrate","nhidden"
"mushroom",4,"rect",0.556856155395508,0.517971515655518,1,256
"mushroom",3,"cone",0.556856155395508,0.517971456050873,0.01,256
"mushroom",3,"cone",0.556856155395508,0.517971456050873,1,1024
"mushroom",3,"cone",0.556856155395508,0.517971515655518,1,256
"mushroom",3,"rect",0.556856155395508,0.517971456050873,1,256
"mushroom",2,"cone",0.556856155395508,0.517971456050873,1,1024
"mushroom",2,"rect",0.556856155395508,0.517971456050873,1,1024
"mushroom",2,"cone",0.556856155395508,0.517971456050873,1,512
"mushroom",2,"rect",0.556856155395508,0.517971456050873,1,512
"mushroom",2,"cone",0.556856155395508,0.517971456050873,1,256
"mushroom",2,"rect",0.556856155395508,0.517971456050873,1,256
"mushroom",32,"cone",0.545484924316406,0.48202857375145,1,1024
"mushroom",32,"cone",0.545484924316406,0.517971456050873,1,256
"mushroom",4,"cone",0.545484924316406,0.517971456050873,1,512
"mushroom",8,"cone",0.545484921336174,0.517971456050873,1,512
"mushroom",3,"rect",0.545484921336174,0.517971456050873,1,512
"mushroom",16,"cone",0.534113690257072,0.517971456050873,1,1024
"mushroom",3,"cone",0.534113690257072,0.517971456050873,1,512
"mushroom",16,"cone",0.53411368727684,0.517971456050873,1,256
"mushroom",3,"rect",0.522742459177971,0.517971456050873,1,1024
"mushroom",8,"cone",0.522742456197739,0.517971456050873,1,1024
"mushroom",32,"cone",0.522742453217506,0.517971456050873,1,512
