"dataset","nhidden","testAccuracy","layerForm","learningrate","nlayers","valAccuracy"
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",1,32,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",0.01,16,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.01,16,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.01,16,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.01,16,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",0.1,16,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.1,16,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",0.1,16,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.1,16,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",0.1,16,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.1,16,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",1,16,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",1,16,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",1,16,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",1,16,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",1,16,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",1,16,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.01,8,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.01,8,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.01,8,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.1,8,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",0.1,8,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.1,8,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",0.1,8,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.1,8,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",1,8,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",1,8,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",1,8,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",1,8,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",1,8,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",1,8,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",0.1,4,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.1,4,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",0.1,4,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.1,4,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.1,4,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",1,4,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",1,4,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",1,4,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",1,4,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",1,4,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",1,4,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",0.1,3,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.1,3,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.1,3,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.1,3,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",1,3,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",1,3,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",1,3,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",1,3,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",1,3,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",1,3,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947424888611,"cone",1,2,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",1,2,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",1,2,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",1,2,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",1,2,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",1,2,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.407894760370255,"cone",0.01,32,0.435483872890472
"oocytes_trisopterus_states_5b",256,0.407894730567932,"cone",0.01,32,0.435483872890472
"oocytes_trisopterus_states_5b",256,0.407894790172577,"cone",0.01,16,0.435483872890472
"oocytes_trisopterus_states_5b",512,0.407894790172577,"cone",0.01,8,0.435483872890472
"oocytes_trisopterus_states_5b",512,0.0131578948348761,"cone",0.01,16,0.0161290317773819
"oocytes_trisopterus_states_5b",1024,0.0131578948348761,"cone",0.01,8,0.0161290317773819
