"dataset","learningrate","valAccuracy","layerForm","nhidden","testAccuracy","nlayers"
"breast-cancer-wisc-prog",0.1,0.666666686534881,"rect",256,0.775510191917419,4
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",1024,0.775510191917419,4
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",1024,0.775510191917419,4
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",512,0.775510191917419,4
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",512,0.775510191917419,4
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",256,0.775510191917419,4
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",256,0.775510191917419,4
"breast-cancer-wisc-prog",0.01,0.666666686534881,"rect",256,0.795918345451355,3
"breast-cancer-wisc-prog",0.1,0.666666686534881,"cone",1024,0.775510191917419,3
"breast-cancer-wisc-prog",0.1,0.666666686534881,"rect",512,0.775510191917419,3
"breast-cancer-wisc-prog",0.1,0.666666686534881,"cone",256,0.775510191917419,3
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",1024,0.775510191917419,3
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",1024,0.775510191917419,3
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",512,0.775510191917419,3
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",512,0.775510191917419,3
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",256,0.775510191917419,3
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",256,0.775510191917419,3
"breast-cancer-wisc-prog",0.1,0.666666686534881,"cone",512,0.775510191917419,2
"breast-cancer-wisc-prog",0.1,0.666666686534881,"rect",256,0.734693884849548,2
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",1024,0.775510191917419,2
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",1024,0.775510191917419,2
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",512,0.775510191917419,2
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",512,0.775510191917419,2
"breast-cancer-wisc-prog",1,0.666666686534881,"cone",256,0.775510191917419,2
"breast-cancer-wisc-prog",1,0.666666686534881,"rect",256,0.775510191917419,2
"breast-cancer-wisc-prog",0.1,0.641666692495346,"rect",256,0.775510191917419,3
"breast-cancer-wisc-prog",0.1,0.633333361148834,"cone",1024,0.714285731315613,2
"breast-cancer-wisc-prog",0.1,0.616666698455811,"cone",512,0.775510191917419,3
"breast-cancer-wisc-prog",0.01,0.333333343267441,"cone",512,0.224489793181419,8
"breast-cancer-wisc-prog",0.01,0.333333343267441,"cone",256,0.224489793181419,8
"breast-cancer-wisc-prog",0.01,0.333333343267441,"cone",256,0.224489793181419,4
