"dataset","learningrate","nhidden","testAccuracy","valAccuracy","layerForm","nlayers"
"iris",0.1,512,0.351351380348206,0.363636374473572,"cone",16
"iris",0.1,512,0.351351380348206,0.363636374473572,"rect",16
"iris",0.1,256,0.351351380348206,0.363636374473572,"rect",16
"iris",1,1024,0.351351380348206,0.363636374473572,"cone",16
"iris",1,1024,0.351351380348206,0.363636374473572,"rect",16
"iris",1,512,0.351351380348206,0.363636374473572,"rect",16
"iris",1,256,0.351351380348206,0.363636374473572,"cone",16
"iris",1,256,0.351351380348206,0.363636374473572,"rect",16
"iris",0.01,1024,0.351351380348206,0.363636374473572,"rect",8
"iris",0.01,512,0.351351380348206,0.363636374473572,"rect",8
"iris",0.01,256,0.351351380348206,0.363636374473572,"rect",8
"iris",0.1,1024,0.351351380348206,0.363636374473572,"cone",8
"iris",0.1,1024,0.351351380348206,0.363636374473572,"rect",8
"iris",0.1,512,0.351351380348206,0.363636374473572,"rect",8
"iris",0.1,256,0.351351380348206,0.363636374473572,"rect",8
"iris",1,1024,0.351351380348206,0.363636374473572,"cone",8
"iris",1,1024,0.351351380348206,0.363636374473572,"rect",8
"iris",1,512,0.351351380348206,0.363636374473572,"cone",8
"iris",1,512,0.351351380348206,0.363636374473572,"rect",8
"iris",0.01,1024,0.351351380348206,0.363636374473572,"cone",4
"iris",0.1,512,0.351351380348206,0.363636374473572,"rect",4
"iris",0.1,256,0.351351380348206,0.363636374473572,"rect",4
"iris",1,1024,0.351351380348206,0.363636374473572,"cone",4
"iris",1,512,0.351351380348206,0.363636374473572,"cone",4
"iris",1,256,0.351351380348206,0.363636374473572,"cone",4
"iris",1,256,0.351351380348206,0.363636374473572,"rect",4
"iris",0.01,512,0.351351380348206,0.363636374473572,"cone",3
"iris",0.1,1024,0.351351380348206,0.363636374473572,"rect",3
"iris",1,1024,0.351351380348206,0.363636374473572,"cone",3
"iris",1,1024,0.351351380348206,0.363636374473572,"rect",3
"iris",1,512,0.351351380348206,0.363636374473572,"cone",3
"iris",1,256,0.351351380348206,0.363636374473572,"cone",3
"iris",1,256,0.351351380348206,0.363636374473572,"rect",3
"iris",1,1024,0.351351380348206,0.363636374473572,"cone",2
"iris",1,512,0.351351380348206,0.363636374473572,"cone",2
"iris",1,512,0.351351380348206,0.363636374473572,"rect",2
"iris",1,256,0.351351380348206,0.363636374473572,"rect",2
"iris",1,256,0.32432433962822,0.336363646388054,"rect",32
"iris",1,1024,0.32432433962822,0.336363646388054,"rect",4
"iris",1,512,0.32432433962822,0.336363646388054,"cone",16
"iris",1,256,0.351351380348206,0.327272737026215,"cone",32
"iris",1,1024,0.351351380348206,0.327272737026215,"rect",32
"iris",0.1,256,0.32432433962822,0.327272737026215,"cone",16
"iris",1,512,0.32432433962822,0.318181827664375,"rect",3
"iris",1,256,0.32432433962822,0.281818190217018,"cone",8
"iris",1,256,0.32432433962822,0.281818190217018,"rect",8
"iris",1,512,0.32432433962822,0.281818190217018,"rect",4
"iris",0.1,512,0.32432433962822,0.236363643407822,"cone",3
"iris",0.1,256,0.32432433962822,0.200000005960464,"cone",8
"iris",0.01,256,0.32432433962822,0.181818187236786,"cone",16
"iris",0.01,1024,0.32432433962822,0.181818187236786,"cone",8
"iris",0.1,512,0.32432433962822,0.181818187236786,"cone",8
"iris",0.1,1024,0.32432433962822,0.181818187236786,"rect",4
