"dataset","nhidden","testAccuracy","layerForm","learningrate","valAccuracy","nlayers"
"musk-2",1024,0.845967233181,"cone",1,0.872165083885193,4
"musk-2",1024,0.845967233181,"rect",1,0.872165083885193,4
"musk-2",512,0.845967233181,"rect",1,0.872165083885193,3
"musk-2",1024,0.845967233181,"cone",1,0.872165083885193,2
"musk-2",512,0.845967233181,"rect",1,0.872165083885193,2
"musk-2",256,0.845967233181,"rect",1,0.872165083885193,2
"musk-2",512,0.845967233181,"rect",1,0.872165077924728,16
"musk-2",1024,0.845967292785645,"rect",0.01,0.872165071964264,32
"musk-2",1024,0.845967233181,"rect",1,0.872165071964264,32
"musk-2",512,0.845967233181,"cone",0.01,0.872165071964264,16
"musk-2",256,0.845967233181,"cone",0.01,0.872165071964264,16
"musk-2",1024,0.845967233181,"rect",1,0.872165071964264,16
"musk-2",256,0.845967233181,"rect",1,0.872165071964264,8
"musk-2",1024,0.845967292785645,"cone",0.1,0.872165071964264,4
"musk-2",256,0.845967233181,"rect",0.1,0.872165071964264,4
"musk-2",256,0.845967233181,"rect",1,0.872165071964264,4
"musk-2",1024,0.845967292785645,"rect",1,0.872165071964264,3
"musk-2",256,0.845967233181,"cone",1,0.872165071964264,3
"musk-2",256,0.845967292785645,"rect",1,0.872165071964264,3
"musk-2",256,0.845967292785645,"cone",1,0.872165071964264,2
"musk-2",256,0.845967292785645,"cone",0.01,0.872165071964264,32
"musk-2",512,0.845967233181,"rect",0.1,0.872165071964264,32
"musk-2",256,0.845967233181,"rect",0.01,0.872165071964264,16
"musk-2",512,0.845967233181,"cone",0.1,0.872165071964264,16
"musk-2",256,0.845967233181,"rect",1,0.872165071964264,16
"musk-2",512,0.845967292785645,"cone",1,0.872165071964264,3
"musk-2",1024,0.845967233181,"rect",0.1,0.8721650660038,16
"musk-2",512,0.845967233181,"cone",1,0.872165066003799,2
"musk-2",512,0.845967292785645,"rect",0.1,0.872165060043335,16
"musk-2",1024,0.845967292785645,"cone",1,0.872165060043335,8
"musk-2",512,0.845967233181,"rect",1,0.872165060043335,32
"musk-2",256,0.845967233181,"cone",0.1,0.872165060043335,16
"musk-2",512,0.845967233181,"cone",1,0.872165060043335,16
"musk-2",1024,0.845967233181,"rect",0.1,0.872165060043335,8
"musk-2",1024,0.845967233181,"rect",0.1,0.872165060043335,4
"musk-2",512,0.845967233181,"rect",1,0.872165060043335,4
"musk-2",512,0.845967233181,"rect",0.01,0.87216505408287,16
"musk-2",1024,0.845967233181,"cone",0.01,0.872165048122406,32
"musk-2",256,0.845967292785645,"rect",0.01,0.872165048122406,32
"musk-2",1024,0.845967233181,"rect",0.1,0.872165048122406,32
"musk-2",1024,0.845967292785645,"cone",1,0.872165048122406,16
"musk-2",1024,0.845967233181,"cone",0.01,0.872165048122406,8
"musk-2",256,0.845967292785645,"cone",0.1,0.872165048122406,8
"musk-2",256,0.845967292785645,"cone",0.1,0.872165042161942,3
"musk-2",1024,0.845967292785645,"rect",1,0.872165042161942,2
"musk-2",256,0.845967233181,"rect",0.1,0.872165042161941,32
"musk-2",1024,0.845967233181,"cone",1,0.872165042161941,3
"musk-2",256,0.845967292785645,"rect",0.1,0.872165036201477,8
"musk-2",256,0.845967292785645,"cone",1,0.872165036201477,8
"musk-2",512,0.845967233181,"cone",1,0.872165036201477,4
"musk-2",1024,0.845967233181,"cone",0.1,0.872165030241013,8
"musk-2",1024,0.845967292785645,"rect",1,0.872165030241013,8
"musk-2",512,0.845967233181,"cone",0.1,0.872165024280548,4
"musk-2",256,0.845967233181,"cone",1,0.872165024280548,4
"musk-2",256,0.845967233181,"rect",1,0.872165018320084,32
"musk-2",256,0.845967233181,"cone",0.1,0.872165012359619,32
