"dataset","nlayers","learningrate","testAccuracy","nhidden","valAccuracy","layerForm"
"conn-bench-sonar-mines-rocks",16,0.1,0.46153849363327,1024,0.508333349227905,"cone"
"conn-bench-sonar-mines-rocks",16,0.1,0.538461565971375,256,0.500000014901161,"cone"
"conn-bench-sonar-mines-rocks",16,1,0.538461565971375,256,0.491666680574417,"cone"
"conn-bench-sonar-mines-rocks",32,0.1,0.538461565971375,512,0.483333346247673,"cone"
"conn-bench-sonar-mines-rocks",16,1,0.46153849363327,1024,0.483333346247673,"cone"
"conn-bench-sonar-mines-rocks",2,1,0.538461565971375,256,0.483333346247673,"rect"
"conn-bench-sonar-mines-rocks",16,0.01,0.538461565971375,1024,0.483333346247673,"cone"
"conn-bench-sonar-mines-rocks",8,0.1,0.538461565971375,256,0.483333346247673,"cone"
"conn-bench-sonar-mines-rocks",8,1,0.46153849363327,256,0.483333346247673,"cone"
"conn-bench-sonar-mines-rocks",4,1,0.538461565971375,1024,0.483333346247673,"rect"
"conn-bench-sonar-mines-rocks",4,1,0.538461565971375,512,0.483333346247673,"rect"
"conn-bench-sonar-mines-rocks",4,1,0.538461565971375,256,0.483333346247673,"rect"
"conn-bench-sonar-mines-rocks",3,1,0.538461565971375,512,0.483333346247673,"cone"
"conn-bench-sonar-mines-rocks",3,1,0.538461565971375,256,0.483333346247673,"cone"
"conn-bench-sonar-mines-rocks",32,1,0.538461565971375,1024,0.475000011920929,"cone"
"conn-bench-sonar-mines-rocks",32,1,0.538461565971375,512,0.475000011920929,"cone"
"conn-bench-sonar-mines-rocks",8,1,0.538461565971375,512,0.475000011920929,"cone"
"conn-bench-sonar-mines-rocks",3,1,0.538461565971375,1024,0.475000011920929,"cone"
"conn-bench-sonar-mines-rocks",2,1,0.538461565971375,1024,0.475000011920929,"cone"
"conn-bench-sonar-mines-rocks",16,0.1,0.538461565971375,512,0.475000011920929,"cone"
"conn-bench-sonar-mines-rocks",2,1,0.538461565971375,1024,0.475000011920929,"rect"
"conn-bench-sonar-mines-rocks",32,1,0.538461565971375,256,0.466666677594185,"cone"
"conn-bench-sonar-mines-rocks",8,0.01,0.538461565971375,1024,0.466666677594185,"rect"
"conn-bench-sonar-mines-rocks",32,0.01,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,0.01,0.538461565971375,512,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",32,0.01,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,0.01,0.538461565971375,256,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",32,0.01,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,0.1,0.538461565971375,1024,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",32,0.1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,0.1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,0.1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",32,1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,0.01,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,0.01,0.538461565971375,512,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",16,0.01,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,0.01,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,0.1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,0.1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,0.1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,1,0.538461565971375,512,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",16,1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",16,1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",8,0.01,0.538461565971375,512,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",8,0.01,0.538461565971375,256,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",8,0.1,0.538461565971375,1024,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",8,0.1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",8,0.1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",8,0.1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",8,1,0.538461565971375,1024,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",8,1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",8,1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",8,1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",4,0.01,0.538461565971375,1024,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",4,0.01,0.538461565971375,256,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",4,0.1,0.538461565971375,1024,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",4,0.1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",4,0.1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",4,0.1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",4,1,0.538461565971375,1024,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",4,1,0.538461565971375,512,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",4,1,0.538461565971375,256,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",3,0.01,0.538461565971375,512,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",3,1,0.538461565971375,1024,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",3,1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",3,1,0.538461565971375,256,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",2,1,0.538461565971375,512,0.458333343267441,"cone"
"conn-bench-sonar-mines-rocks",2,1,0.538461565971375,512,0.458333343267441,"rect"
"conn-bench-sonar-mines-rocks",2,1,0.538461565971375,256,0.458333343267441,"cone"
