"dataset","learningrate","valAccuracy","layerForm","testAccuracy","nlayers","nhidden"
"yeast",1,0.306930661201477,"rect",0.320754706859589,32,512
"yeast",1,0.306930661201477,"cone",0.320754706859589,32,256
"yeast",1,0.306930661201477,"rect",0.320754706859589,32,256
"yeast",0.01,0.306930661201477,"cone",0.320754736661911,16,1024
"yeast",0.01,0.306930661201477,"rect",0.320754706859589,16,1024
"yeast",0.01,0.306930661201477,"cone",0.320754706859589,16,512
"yeast",0.01,0.306930661201477,"rect",0.320754706859589,16,512
"yeast",0.01,0.306930661201477,"cone",0.320754706859589,16,256
"yeast",0.01,0.306930661201477,"rect",0.320754706859589,16,256
"yeast",0.1,0.306930661201477,"cone",0.320754736661911,16,1024
"yeast",0.1,0.306930661201477,"rect",0.320754736661911,16,1024
"yeast",0.1,0.306930661201477,"cone",0.320754736661911,16,512
"yeast",0.1,0.306930661201477,"rect",0.320754706859589,16,512
"yeast",0.1,0.306930661201477,"cone",0.320754736661911,16,256
"yeast",0.1,0.306930661201477,"rect",0.320754706859589,16,256
"yeast",1,0.306930661201477,"rect",0.320754706859589,16,1024
"yeast",1,0.306930661201477,"cone",0.320754706859589,16,512
"yeast",1,0.306930661201477,"rect",0.320754706859589,16,512
"yeast",1,0.306930661201477,"cone",0.320754706859589,16,256
"yeast",1,0.306930661201477,"rect",0.320754736661911,16,256
"yeast",0.1,0.306930661201477,"cone",0.320754706859589,8,1024
"yeast",0.1,0.306930661201477,"rect",0.320754706859589,8,1024
"yeast",0.1,0.306930661201477,"cone",0.320754706859589,8,512
"yeast",0.1,0.306930661201477,"rect",0.320754706859589,8,512
"yeast",0.1,0.306930661201477,"cone",0.320754736661911,8,256
"yeast",0.1,0.306930661201477,"rect",0.320754706859589,8,256
"yeast",1,0.306930661201477,"cone",0.320754736661911,8,1024
"yeast",1,0.306930661201477,"rect",0.320754706859589,8,1024
"yeast",1,0.306930661201477,"cone",0.320754736661911,8,512
"yeast",1,0.306930661201477,"rect",0.320754706859589,8,512
"yeast",1,0.306930661201477,"cone",0.320754736661911,8,256
"yeast",1,0.306930661201477,"rect",0.320754736661911,8,256
"yeast",1,0.306930661201477,"cone",0.320754706859589,4,1024
"yeast",1,0.306930661201477,"rect",0.320754706859589,4,1024
"yeast",1,0.306930661201477,"cone",0.320754736661911,4,512
"yeast",1,0.306930661201477,"cone",0.320754706859589,4,256
"yeast",1,0.306930661201477,"rect",0.320754706859589,4,256
"yeast",1,0.306930661201477,"cone",0.320754706859589,3,1024
"yeast",1,0.306930661201477,"cone",0.320754706859589,3,512
"yeast",1,0.306930661201477,"rect",0.320754736661911,3,512
"yeast",1,0.306930661201477,"cone",0.320754736661911,3,256
"yeast",1,0.306930661201477,"rect",0.320754706859589,3,256
"yeast",1,0.306930661201477,"cone",0.320754706859589,2,1024
"yeast",1,0.306930661201477,"rect",0.320754706859589,2,1024
"yeast",1,0.306930661201477,"rect",0.320754706859589,2,512
"yeast",1,0.306930661201477,"rect",0.320754706859589,2,256
"yeast",0.1,0.297029674053192,"rect",0.296495944261551,4,1024
