"dataset","testAccuracy","valAccuracy","layerForm","nhidden","nlayers","learningrate"
"mammographic",0.537500023841858,0.470588237047195,"rect",256,16,1
"mammographic",0.537500023841858,0.470588237047195,"cone",1024,8,0.01
"mammographic",0.537500083446503,0.470588237047195,"rect",1024,8,0.01
"mammographic",0.537500083446503,0.470588237047195,"rect",256,8,0.01
"mammographic",0.537500023841858,0.470588237047195,"cone",1024,8,0.1
"mammographic",0.537500083446503,0.470588237047195,"rect",1024,8,0.1
"mammographic",0.537500083446503,0.470588237047195,"cone",512,8,0.1
"mammographic",0.537500083446503,0.470588237047195,"rect",512,8,0.1
"mammographic",0.537500023841858,0.470588237047195,"cone",256,8,0.1
"mammographic",0.537500023841858,0.470588237047195,"rect",256,8,0.1
"mammographic",0.537500023841858,0.470588237047195,"cone",1024,8,1
"mammographic",0.537500023841858,0.470588237047195,"rect",1024,8,1
"mammographic",0.537500023841858,0.470588237047195,"cone",512,8,1
"mammographic",0.537500083446503,0.470588237047195,"rect",512,8,1
"mammographic",0.537500083446503,0.470588237047195,"rect",256,8,1
"mammographic",0.537500083446503,0.470588237047195,"cone",256,4,0.01
"mammographic",0.537500083446503,0.470588237047195,"cone",1024,4,0.1
"mammographic",0.537500083446503,0.470588237047195,"rect",1024,4,0.1
"mammographic",0.537500083446503,0.470588237047195,"cone",512,4,0.1
"mammographic",0.537500083446503,0.470588237047195,"rect",512,4,0.1
"mammographic",0.537500083446503,0.470588237047195,"rect",1024,4,1
"mammographic",0.537500023841858,0.470588237047195,"rect",512,4,1
"mammographic",0.537500023841858,0.470588237047195,"cone",256,4,1
"mammographic",0.537500023841858,0.470588237047195,"rect",256,4,1
"mammographic",0.537500083446503,0.470588237047195,"cone",1024,3,0.01
"mammographic",0.537500083446503,0.470588237047195,"cone",1024,3,1
"mammographic",0.537500023841858,0.470588237047195,"rect",1024,3,1
"mammographic",0.537500023841858,0.470588237047195,"rect",512,3,1
"mammographic",0.537500023841858,0.470588237047195,"cone",256,3,1
"mammographic",0.537500023841858,0.470588237047195,"rect",256,3,1
"mammographic",0.537500023841858,0.470588237047195,"cone",1024,2,1
"mammographic",0.537500083446503,0.470588237047195,"rect",1024,2,1
"mammographic",0.537500023841858,0.470588237047195,"cone",512,2,1
"mammographic",0.537500083446503,0.470588237047195,"rect",512,2,1
"mammographic",0.537500023841858,0.470588237047195,"cone",256,2,1
"mammographic",0.537500083446503,0.470588237047195,"rect",256,2,1
"mammographic",0.562500059604645,0.439705899357796,"cone",512,3,0.01
