"dataset","learningrate","nlayers","nhidden","testAccuracy","valAccuracy","layerForm"
"molec-biol-splice",0.01,2,512,0.792973637580872,0.809960162639618,"cone"
"molec-biol-splice",0.1,3,512,0.825596034526825,0.809163379669189,"cone"
"molec-biol-splice",0.1,4,1024,0.838143110275269,0.808764982223511,"cone"
"molec-biol-splice",0.1,8,512,0.821831881999969,0.807569736242294,"cone"
"molec-biol-splice",0.01,2,256,0.82559597492218,0.80478093624115,"cone"
"molec-biol-splice",0.1,2,512,0.836888313293457,0.804780906438828,"rect"
"molec-biol-splice",0.1,4,256,0.829360067844391,0.803585714101792,"rect"
"molec-biol-splice",0.1,8,1024,0.835633635520935,0.800796866416931,"rect"
"molec-biol-splice",0.01,3,1024,0.848180711269379,0.800000017881394,"rect"
"molec-biol-splice",0.1,2,512,0.846925914287567,0.798406386375427,"cone"
"molec-biol-splice",0.01,3,512,0.838142991065979,0.796812772750854,"rect"
"molec-biol-splice",0.01,3,256,0.806775331497192,0.796812772750854,"rect"
"molec-biol-splice",0.1,3,1024,0.838142991065979,0.795219165086746,"cone"
"molec-biol-splice",1,3,256,0.83186948299408,0.794422340393066,"cone"
"molec-biol-splice",1,2,256,0.868255972862244,0.79402391910553,"rect"
"molec-biol-splice",0.1,8,512,0.82559597492218,0.792828726768494,"rect"
"molec-biol-splice",0.01,4,1024,0.80552065372467,0.788844656944275,"cone"
"molec-biol-splice",0.01,3,1024,0.809284806251526,0.788844633102417,"cone"
"molec-biol-splice",0.1,3,256,0.836888253688812,0.787649458646774,"cone"
"molec-biol-splice",0.1,8,1024,0.83186948299408,0.787251055240631,"cone"
"molec-biol-splice",0.1,4,256,0.828105390071869,0.783665364980698,"cone"
"molec-biol-splice",0.01,4,256,0.759096562862396,0.782071709632874,"cone"
"molec-biol-splice",0.01,3,512,0.795482993125916,0.777689266204834,"cone"
"molec-biol-splice",0.01,4,512,0.814303696155548,0.776892483234406,"rect"
"molec-biol-splice",0.1,8,256,0.796737730503082,0.776892477273941,"rect"
"molec-biol-splice",0.01,4,1024,0.834378838539124,0.776892423629761,"rect"
"molec-biol-splice",0.1,16,256,0.811794221401215,0.776494026184082,"rect"
"molec-biol-splice",0.1,16,1024,0.808030128479004,0.775298833847046,"cone"
"molec-biol-splice",0.01,4,256,0.799247205257416,0.775298827886581,"rect"
"molec-biol-splice",0.1,16,512,0.805520713329315,0.772509980201721,"cone"
"molec-biol-splice",0.01,2,256,0.844416618347168,0.768525922298432,"rect"
"molec-biol-splice",0.01,8,1024,0.732747793197632,0.752988082170487,"rect"
"molec-biol-splice",0.01,16,1024,0.754077732563019,0.716334670782089,"rect"
"molec-biol-splice",0.01,32,512,0.736511886119843,0.713147443532944,"rect"
"molec-biol-splice",0.01,32,1024,0.718946039676666,0.703585690259934,"rect"
"molec-biol-splice",0.01,4,512,0.742785453796387,0.70358567237854,"cone"
"molec-biol-splice",0.01,16,1024,0.726474285125732,0.694023942947388,"cone"
"molec-biol-splice",0.01,32,256,0.7114177942276,0.687649440765381,"rect"
"molec-biol-splice",0.01,8,512,0.64742785692215,0.662549817562103,"cone"
"molec-biol-splice",0.01,16,512,0.631116688251495,0.647808796167374,"cone"
"molec-biol-splice",1,8,1024,0.64742785692215,0.629880499839783,"cone"
"molec-biol-splice",0.01,8,256,0.673776686191559,0.621115553379059,"rect"
"molec-biol-splice",0.01,8,256,0.621079087257385,0.618725121021271,"cone"
"molec-biol-splice",0.01,8,512,0.652446687221527,0.616733086109161,"rect"
"molec-biol-splice",0.01,16,512,0.65119194984436,0.599601584672928,"rect"
"molec-biol-splice",0.01,16,256,0.633626103401184,0.558167350292206,"rect"
"molec-biol-splice",0.01,8,1024,0.613550782203674,0.546215164661408,"cone"
"molec-biol-splice",0.1,16,1024,0.526976108551025,0.52470121383667,"rect"
"molec-biol-splice",0.01,32,512,0.519447922706604,0.505577677488327,"cone"
"molec-biol-splice",0.1,16,256,0.519447922706604,0.502390450239182,"cone"
"molec-biol-splice",0.01,32,1024,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",0.1,32,1024,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",0.1,32,1024,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",0.1,32,512,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",0.1,32,512,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",0.1,32,256,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",0.1,32,256,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,32,1024,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",1,32,1024,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,32,512,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",1,32,512,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,32,256,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",1,32,256,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",0.01,16,256,0.513174414634705,0.501992046833038,"cone"
"molec-biol-splice",1,16,1024,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",1,16,1024,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,16,512,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",1,16,256,0.519447922706604,0.501992046833038,"cone"
"molec-biol-splice",1,8,1024,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,8,512,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,8,256,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,4,1024,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,4,512,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,3,1024,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",1,3,512,0.519447922706604,0.501992046833038,"rect"
"molec-biol-splice",0.1,16,512,0.519447922706604,0.500000014901161,"rect"
"molec-biol-splice",0.01,32,256,0.519447922706604,0.49920320212841,"cone"
"molec-biol-splice",1,16,256,0.519447922706604,0.478486070036888,"rect"
"molec-biol-splice",1,16,512,0.239648699760437,0.32669323682785,"rect"
"molec-biol-splice",1,2,512,0.239648684859276,0.312350606918335,"rect"
"molec-biol-splice",1,3,256,0.239648699760437,0.249003991484642,"rect"
"molec-biol-splice",1,4,256,0.239648699760437,0.234661361575127,"rect"
"molec-biol-splice",1,2,1024,0.239648699760437,0.234661361575127,"rect"
