"dataset","learningrate","valAccuracy","layerForm","nlayers","nhidden","testAccuracy"
"arrhythmia",0.1,0.617500007152557,"rect",4,512,0.646017670631409
"arrhythmia",1,0.615000009536743,"cone",8,1024,0.38053098320961
"arrhythmia",0.01,0.612499982118607,"rect",2,1024,0.592920303344727
"arrhythmia",0.1,0.609999978542328,"cone",4,1024,0.601769924163818
"arrhythmia",0.1,0.604999971389771,"rect",3,1024,0.601769924163818
"arrhythmia",1,0.602500009536743,"cone",8,256,0.646017730236053
"arrhythmia",0.1,0.600000023841858,"rect",8,512,0.619469046592712
"arrhythmia",0.01,0.600000023841858,"rect",3,512,0.584070801734924
"arrhythmia",1,0.600000023841858,"cone",3,256,0.601769924163818
"arrhythmia",0.1,0.597500002384186,"cone",8,256,0.530973434448242
"arrhythmia",0.1,0.582500004768372,"cone",4,256,0.610619485378265
"arrhythmia",0.01,0.575000047683716,"cone",2,1024,0.654867231845856
"arrhythmia",0.1,0.575000023841858,"cone",8,512,0.610619425773621
"arrhythmia",0.01,0.574999988079071,"rect",8,512,0.442477881908417
"arrhythmia",0.01,0.574999988079071,"cone",4,1024,0.56637167930603
"arrhythmia",0.01,0.574999988079071,"rect",2,256,0.610619425773621
"arrhythmia",0.01,0.550000011920929,"rect",8,256,0.380530953407288
"arrhythmia",0.01,0.550000011920929,"rect",4,1024,0.557522118091583
"arrhythmia",0.1,0.550000011920929,"cone",2,256,0.646017730236053
"arrhythmia",0.1,0.532499977946281,"cone",16,512,0.557522118091583
"arrhythmia",0.1,0.527500003576279,"cone",16,1024,0.610619485378265
"arrhythmia",0.01,0.525000035762787,"rect",4,256,0.513274312019348
"arrhythmia",0.01,0.525000035762787,"cone",3,512,0.601769924163818
"arrhythmia",0.01,0.525000035762787,"cone",2,512,0.539822995662689
"arrhythmia",1,0.524999982118607,"cone",16,512,0.584070801734924
"arrhythmia",0.01,0.524999976158142,"cone",32,1024,0.584070801734924
"arrhythmia",0.01,0.524999976158142,"cone",32,512,0.584070801734924
"arrhythmia",0.01,0.524999976158142,"cone",32,256,0.584070801734924
"arrhythmia",0.1,0.524999976158142,"cone",32,1024,0.584070801734924
"arrhythmia",0.1,0.524999976158142,"rect",32,1024,0.584070801734924
"arrhythmia",0.1,0.524999976158142,"cone",32,512,0.584070801734924
"arrhythmia",0.1,0.524999976158142,"rect",32,512,0.584070801734924
"arrhythmia",0.1,0.524999976158142,"cone",32,256,0.584070801734924
"arrhythmia",0.1,0.524999976158142,"rect",32,256,0.584070801734924
"arrhythmia",1,0.524999976158142,"cone",32,1024,0.584070801734924
"arrhythmia",1,0.524999976158142,"cone",32,512,0.584070801734924
"arrhythmia",1,0.524999976158142,"cone",32,256,0.584070801734924
"arrhythmia",0.1,0.524999976158142,"rect",16,1024,0.584070801734924
"arrhythmia",1,0.524999976158142,"rect",16,1024,0.584070801734924
"arrhythmia",1,0.524999976158142,"cone",16,256,0.584070801734924
"arrhythmia",1,0.524999976158142,"rect",4,1024,0.584070801734924
"arrhythmia",1,0.524999976158142,"rect",4,512,0.584070801734924
"arrhythmia",1,0.524999976158142,"rect",4,256,0.584070801734924
"arrhythmia",1,0.524999976158142,"rect",2,512,0.584070801734924
"arrhythmia",0.1,0.515000000596046,"cone",16,256,0.601769924163818
"arrhythmia",0.01,0.51499999165535,"rect",32,256,0.584070801734924
"arrhythmia",1,0.509999990463257,"cone",16,1024,0.575221240520477
"arrhythmia",0.01,0.495000004768372,"rect",16,1024,0.539823055267334
"arrhythmia",0.1,0.489999994635582,"rect",16,512,0.592920362949371
"arrhythmia",0.01,0.487499985098839,"rect",32,512,0.539822995662689
"arrhythmia",0.01,0.475000023841858,"rect",16,512,0.539822995662689
"arrhythmia",0.01,0.474999985098839,"rect",32,1024,0.584070801734924
"arrhythmia",0.01,0.467500007152557,"cone",16,1024,0.539823055267334
"arrhythmia",0.01,0.46000000834465,"cone",16,512,0.557522118091583
"arrhythmia",0.01,0.442500007152557,"cone",16,256,0.495575189590454
"arrhythmia",1,0.427499981038272,"rect",3,256,0.584070801734924
"arrhythmia",0.01,0.425000011920929,"cone",4,256,0.539822995662689
"arrhythmia",0.01,0.424999982118607,"rect",8,1024,0.407079637050629
"arrhythmia",0.01,0.410000011324883,"rect",16,256,0.486725658178329
"arrhythmia",0.01,0.400000005960465,"cone",4,512,0.504424810409546
"arrhythmia",0.01,0.382500013709068,"cone",8,512,0.371681421995163
"arrhythmia",0.01,0.377500015497208,"cone",8,1024,0.371681421995163
"arrhythmia",0.01,0.365000009536743,"cone",3,256,0.495575219392776
"arrhythmia",1,0.349999986030161,"rect",16,512,0.584070801734924
"arrhythmia",1,0.339999986626208,"rect",8,512,0.0442477874457836
"arrhythmia",1,0.329999986104667,"rect",32,256,0.584070801734924
"arrhythmia",1,0.327499986067414,"rect",16,256,0.106194689869881
"arrhythmia",1,0.309999999590218,"rect",2,1024,0.0353982299566269
"arrhythmia",0.01,0.305000013113022,"cone",8,256,0.318584084510803
"arrhythmia",1,0.287499992921948,"rect",3,1024,0.584070801734924
"arrhythmia",1,0.287499988824129,"rect",32,1024,0.106194689869881
"arrhythmia",1,0.287499988824129,"rect",32,512,0.584070801734924
"arrhythmia",1,0.234999991208315,"rect",3,512,0.584070801734924
"arrhythmia",1,0.232499991171062,"rect",8,256,0.584070801734924
"arrhythmia",1,0.212499993853271,"rect",8,1024,0.584070801734924
