"dataset","layerForm","testAccuracy","valAccuracy","nhidden","learningrate","nlayers"
"spectf","rect",0.614973306655884,0.433333346247673,1024,0.1,4
"spectf","cone",0.598930478096008,0.433333346247673,256,1,3
"spectf","cone",0.919786214828491,0.433333346247673,512,0.1,32
"spectf","cone",0.802139043807983,0.37777778506279,256,0.1,16
"spectf","cone",0.919786214828491,0.366666677594185,1024,0.01,16
"spectf","cone",0.786096215248108,0.366666677594185,1024,0.1,8
"spectf","cone",0.919786214828491,0.333333343267441,512,0.01,32
"spectf","cone",0.919786214828491,0.333333343267441,256,0.01,32
"spectf","cone",0.919786214828491,0.333333343267441,1024,0.1,32
"spectf","cone",0.919786214828491,0.333333343267441,256,0.1,32
"spectf","cone",0.919786214828491,0.333333343267441,256,0.01,16
"spectf","cone",0.534759402275085,0.333333343267441,256,0.01,8
