"dataset","learningrate","nlayers","valAccuracy","nhidden","layerForm","testAccuracy"
"soybean",1,4,0.861904817819595,512,"cone",0.880319118499756
"soybean",0.1,8,0.857142925262451,256,"cone",0.840425491333008
"soybean",0.01,4,0.857142925262451,256,"rect",0.829787135124207
"soybean",0.01,3,0.857142925262451,256,"rect",0.824468016624451
"soybean",0.1,3,0.857142925262451,1024,"rect",0.877659559249878
"soybean",0.1,3,0.857142925262451,256,"rect",0.869680881500244
"soybean",0.1,16,0.842857193946838,256,"cone",0.840425491333008
"soybean",0.1,16,0.833333396911621,256,"rect",0.800531923770905
"soybean",1,8,0.833333396911621,1024,"cone",0.734042525291443
"soybean",0.1,4,0.828571462631225,1024,"cone",0.877659559249878
"soybean",0.1,3,0.823809552192688,512,"cone",0.890957355499268
"soybean",0.01,16,0.814285731315613,512,"rect",0.760638296604156
"soybean",0.01,8,0.809523820877075,512,"rect",0.757978677749634
"soybean",0.01,16,0.785714358091354,1024,"cone",0.776595830917358
"soybean",1,8,0.771428632736206,512,"cone",0.771276593208313
"soybean",0.01,16,0.761904835700989,256,"rect",0.744680821895599
"soybean",0.01,8,0.761904835700989,1024,"cone",0.71276593208313
"soybean",0.01,4,0.761904835700989,256,"cone",0.803191542625427
"soybean",0.01,32,0.728571450710296,256,"rect",0.718085050582886
"soybean",0.01,8,0.723809552192688,256,"cone",0.585106372833252
"soybean",0.01,16,0.714285749197006,512,"cone",0.688829779624939
"soybean",0.01,8,0.709523832798004,512,"cone",0.627659559249878
"soybean",0.01,32,0.671428608894348,512,"rect",0.611702144145966
"soybean",0.01,16,0.533333361148834,256,"cone",0.664893627166748
"soybean",0.1,16,0.442857173085213,512,"rect",0.518617033958435
"soybean",0.01,32,0.409523836523294,1024,"rect",0.313829779624939
"soybean",1,32,0.209523822367191,512,"cone",0.263297885656357
"soybean",0.01,32,0.190476194024086,512,"cone",0.231382995843887
"soybean",1,3,0.180952388048172,256,"rect",0.135638296604156
"soybean",0.1,16,0.161904768645763,1024,"rect",0.242021292448044
"soybean",0.01,32,0.138095244020224,1024,"cone",0.130319148302078
"soybean",1,16,0.133333339169621,512,"cone",0.135638296604156
"soybean",1,16,0.12857143394649,1024,"cone",0.127659574151039
"soybean",0.1,32,0.123809528723359,1024,"rect",0.135638296604156
"soybean",1,16,0.123809528723359,256,"cone",0.135638296604156
"soybean",0.1,32,0.114285718649626,512,"cone",0.135638296604156
"soybean",1,8,0.114285718277097,256,"rect",0.135638296604156
"soybean",1,2,0.109523816034198,1024,"rect",0.135638296604156
"soybean",0.1,32,0.109523813799024,512,"rect",0.135638296604156
"soybean",1,32,0.109523813426495,256,"cone",0.127659574151039
"soybean",1,32,0.109523813053966,512,"rect",0.135638296604156
"soybean",1,32,0.104761908948421,1024,"cone",0.135638296604156
"soybean",0.1,32,0.104761908575892,256,"rect",0.135638296604156
"soybean",1,16,0.104761908575892,1024,"rect",0.0638297870755196
"soybean",0.01,32,0.104761908203363,256,"cone",0.138297870755196
"soybean",0.1,32,0.104761907830834,1024,"cone",0.127659574151039
"soybean",0.1,32,0.0952380977571011,256,"cone",0.127659574151039
"soybean",1,3,0.090476194024086,512,"rect",0.135638296604156
"soybean",1,4,0.090476193651557,512,"rect",0.0638297870755196
"soybean",1,32,0.0857142888009548,1024,"rect",0.0265957452356815
"soybean",1,4,0.0857142884284258,256,"rect",0.135638296604156
"soybean",1,32,0.0809523843228817,256,"rect",0.127659574151039
"soybean",1,16,0.0809523835778236,256,"rect",0.127659574151039
"soybean",1,8,0.0761904787272215,1024,"rect",0.0638297870755196
"soybean",1,4,0.0761904783546925,1024,"rect",0.0212765969336033
"soybean",1,8,0.0714285742491484,512,"rect",0.138297870755196
"soybean",1,16,0.0714285731315613,512,"rect",0.0265957452356815
"soybean",1,3,0.0571428589522839,1024,"rect",0.207446813583374
