"dataset","nlayers","valAccuracy","nhidden","testAccuracy","learningrate","layerForm"
"spambase",32,0.608955264091492,256,0.60608696937561,1,"rect"
"spambase",16,0.608955264091492,1024,0.60608696937561,0.01,"cone"
"spambase",16,0.608955264091492,512,0.60608696937561,0.01,"cone"
"spambase",16,0.608955264091492,256,0.60608696937561,0.01,"cone"
"spambase",16,0.608955264091492,1024,0.60608696937561,0.1,"cone"
"spambase",16,0.608955264091492,512,0.60608696937561,0.1,"cone"
"spambase",16,0.608955264091492,256,0.60608696937561,0.1,"cone"
"spambase",16,0.608955264091492,1024,0.60608696937561,1,"cone"
"spambase",16,0.608955264091492,512,0.60608696937561,1,"cone"
"spambase",16,0.608955264091492,512,0.60608696937561,1,"rect"
"spambase",16,0.608955264091492,256,0.60608696937561,1,"cone"
"spambase",16,0.608955264091492,256,0.60608696937561,1,"rect"
"spambase",8,0.608955264091492,1024,0.60608696937561,1,"rect"
"spambase",8,0.608955264091492,512,0.60608696937561,1,"rect"
"spambase",8,0.608955264091492,256,0.60608696937561,1,"rect"
"spambase",4,0.608955264091492,1024,0.60608696937561,1,"rect"
"spambase",4,0.608955264091492,512,0.60608696937561,1,"rect"
"spambase",4,0.608955264091492,256,0.60608696937561,1,"rect"
"spambase",3,0.608955264091492,1024,0.60608696937561,1,"rect"
"spambase",3,0.608955264091492,512,0.60608696937561,1,"rect"
"spambase",3,0.608955264091492,256,0.60608696937561,1,"rect"
"spambase",2,0.608955264091492,1024,0.60608696937561,1,"rect"
"spambase",16,0.565373170375824,1024,0.393913060426712,1,"rect"
"spambase",2,0.554626882076263,256,0.62782609462738,1,"rect"
"spambase",2,0.516417896747589,512,0.39391303062439,1,"rect"
