"dataset","nlayers","nhidden","valAccuracy","layerForm","testAccuracy","learningrate"
"conn-bench-vowel-deterding",16,256,0.79347825050354,"cone",0.904761910438538,0.01
"conn-bench-vowel-deterding",8,512,0.791304337978363,"cone",0.956709921360016,0.01
"conn-bench-vowel-deterding",16,256,0.526086956262589,"cone",0.569264054298401,0.1
"conn-bench-vowel-deterding",16,1024,0.410869568586349,"rect",0.432900458574295,0.1
"conn-bench-vowel-deterding",32,512,0.371739131212235,"rect",0.38095235824585,0.01
"conn-bench-vowel-deterding",32,512,0.173913046717644,"cone",0.0909090936183929,0.01
"conn-bench-vowel-deterding",32,1024,0.171739129722118,"rect",0.192640691995621,0.01
"conn-bench-vowel-deterding",16,512,0.154347825050354,"cone",0.181818172335625,1
"conn-bench-vowel-deterding",2,1024,0.136956522241235,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",32,1024,0.130434781312943,"cone",0.186147183179855,0.01
"conn-bench-vowel-deterding",8,1024,0.128260870650411,"rect",0.0909090936183929,1
"conn-bench-vowel-deterding",16,1024,0.123913043737412,"cone",0.123376630246639,1
"conn-bench-vowel-deterding",32,256,0.117391303740442,"cone",0.0909090861678123,0.01
"conn-bench-vowel-deterding",8,256,0.115217391774058,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",32,512,0.110869566351175,"rect",0.0909090936183929,1
"conn-bench-vowel-deterding",8,512,0.106521739810705,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",16,256,0.102173913642764,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",16,512,0.102173913270235,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",4,512,0.100000001117587,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",32,256,0.0999999992549419,"cone",0.0909090936183929,0.1
"conn-bench-vowel-deterding",32,512,0.097826088219881,"rect",0.0909090861678123,0.1
"conn-bench-vowel-deterding",4,256,0.097826088219881,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",3,512,0.0978260863572359,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",32,1024,0.0956521760672331,"cone",0.0909090861678123,1
"conn-bench-vowel-deterding",32,256,0.0934782613068819,"rect",0.0909090861678123,0.1
"conn-bench-vowel-deterding",32,1024,0.0913043487817049,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",32,1024,0.0913043480366468,"rect",0.0909090936183929,0.1
"conn-bench-vowel-deterding",3,1024,0.0891304358839989,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",32,256,0.0869565229862928,"rect",0.110389612615108,0.01
"conn-bench-vowel-deterding",4,1024,0.0804347835481167,"rect",0.0909090936183929,1
"conn-bench-vowel-deterding",32,256,0.0804347828030586,"rect",0.0909090861678123,1
"conn-bench-vowel-deterding",16,256,0.0782608695328235,"cone",0.0909090861678123,1
"conn-bench-vowel-deterding",32,256,0.0717391300946474,"cone",0.0909090861678123,1
"conn-bench-vowel-deterding",32,512,0.0673913050442934,"cone",0.0909090861678123,1
"conn-bench-vowel-deterding",16,1024,0.0652173906564713,"rect",0.0909090936183929,1
"conn-bench-vowel-deterding",32,512,0.0608695648610592,"cone",0.0909090861678123,0.1
"conn-bench-vowel-deterding",32,1024,0.0521739132702351,"cone",0.0909090861678123,0.1
