"dataset","layerForm","learningrate","nlayers","testAccuracy","valAccuracy","nhidden"
"low-res-spect","cone",1,2,0.879699230194092,0.883783853054047,1024
"low-res-spect","cone",0.1,3,0.872180461883545,0.88108115196228,1024
"low-res-spect","cone",0.1,4,0.909774422645569,0.878378450870514,1024
"low-res-spect","cone",0.1,4,0.879699230194092,0.878378438949585,256
"low-res-spect","cone",0.1,8,0.872180461883545,0.875675749778748,512
"low-res-spect","cone",0.01,3,0.849624037742615,0.872973048686981,512
"low-res-spect","rect",0.1,3,0.864661693572998,0.872973048686981,256
"low-res-spect","cone",0.01,8,0.819548904895782,0.867567646503449,1024
"low-res-spect","rect",0.01,16,0.872180461883545,0.867567646503448,1024
"low-res-spect","cone",0.1,8,0.879699230194092,0.867567646503448,1024
"low-res-spect","rect",0.01,8,0.842105269432068,0.864864945411682,512
"low-res-spect","cone",0.01,8,0.804511249065399,0.864864945411682,256
"low-res-spect","rect",0.01,8,0.864661693572998,0.864864945411682,256
"low-res-spect","cone",0.01,4,0.864661693572998,0.864864945411682,512
"low-res-spect","cone",0.01,2,0.887218058109283,0.864864945411682,256
"low-res-spect","rect",0.1,8,0.894736886024475,0.862162244319916,512
"low-res-spect","cone",0.01,3,0.879699230194092,0.862162244319916,1024
"low-res-spect","rect",0.01,16,0.864661693572998,0.862162244319916,512
"low-res-spect","rect",0.01,4,0.872180461883545,0.859459543228149,512
"low-res-spect","cone",0.01,16,0.812030076980591,0.856756830215454,1024
"low-res-spect","cone",1,4,0.879699230194092,0.856756818294525,512
"low-res-spect","rect",0.01,4,0.887218058109283,0.848648738861084,1024
"low-res-spect","rect",0.1,8,0.864661633968353,0.845946037769318,256
"low-res-spect","cone",0.01,8,0.796992480754852,0.840540635585785,512
"low-res-spect","cone",0.01,4,0.849624037742615,0.835135221481323,256
"low-res-spect","cone",0.01,16,0.774436116218567,0.835135209560394,512
"low-res-spect","rect",0.01,16,0.804511308670044,0.810810923576355,256
"low-res-spect","cone",0.1,16,0.736842095851898,0.80270277261734,512
"low-res-spect","cone",0.01,16,0.804511249065399,0.802702760696411,256
"low-res-spect","cone",1,8,0.654135346412659,0.675675690174103,1024
"low-res-spect","cone",1,8,0.624060153961182,0.648648673295975,512
"low-res-spect","cone",1,8,0.601503729820251,0.621621656417847,256
"low-res-spect","cone",0.1,16,0.601503729820251,0.613513535261154,256
"low-res-spect","rect",0.01,32,0.586466133594513,0.605405431985855,512
"low-res-spect","cone",0.01,32,0.631578922271729,0.58378381729126,512
"low-res-spect","rect",0.01,32,0.563909769058228,0.55945947766304,1024
"low-res-spect","cone",1,16,0.556391000747681,0.524324333667755,256
"low-res-spect","cone",1,16,0.556391000747681,0.518918913602829,1024
"low-res-spect","rect",0.1,16,0.556391000747681,0.516216218471527,1024
"low-res-spect","cone",1,16,0.631578922271729,0.51351352930069,512
"low-res-spect","cone",0.01,32,0.556391000747681,0.513513505458832,1024
"low-res-spect","cone",0.01,32,0.556391000747681,0.513513505458832,256
"low-res-spect","rect",0.01,32,0.556390941143036,0.513513505458832,256
"low-res-spect","cone",0.1,32,0.556391000747681,0.513513505458832,1024
"low-res-spect","rect",0.1,32,0.556391000747681,0.513513505458832,1024
"low-res-spect","cone",0.1,32,0.556390941143036,0.513513505458832,512
"low-res-spect","rect",0.1,32,0.556391000747681,0.513513505458832,512
"low-res-spect","cone",0.1,32,0.556391000747681,0.513513505458832,256
"low-res-spect","rect",0.1,32,0.556391000747681,0.513513505458832,256
"low-res-spect","cone",1,32,0.556391000747681,0.513513505458832,1024
"low-res-spect","cone",1,32,0.556391000747681,0.513513505458832,512
"low-res-spect","cone",1,32,0.556391000747681,0.513513505458832,256
"low-res-spect","rect",0.1,16,0.556391000747681,0.462162166833878,512
"low-res-spect","rect",1,8,0.165413543581963,0.445945945382118,512
"low-res-spect","rect",1,32,0.556391000747681,0.410810807347298,256
"low-res-spect","rect",1,16,0.556391000747681,0.405405402183533,512
"low-res-spect","rect",1,2,0.556391000747681,0.391891896724701,1024
"low-res-spect","rect",1,8,0.556391000747681,0.378378376364708,1024
"low-res-spect","rect",1,16,0.556391000747681,0.370270268619061,1024
"low-res-spect","rect",1,16,0.165413528680801,0.35405405163765,256
"low-res-spect","rect",1,32,0.187969923019409,0.340540540218353,512
"low-res-spect","rect",1,32,0.556391000747681,0.32162162065506,1024
"low-res-spect","rect",1,3,0.187969923019409,0.32162162065506,256
"low-res-spect","rect",1,4,0.563909769058228,0.294594602286816,256
"low-res-spect","rect",1,8,0.165413528680801,0.294594597816467,256
"low-res-spect","rect",1,3,0,0.28918918967247,1024
"low-res-spect","rect",1,3,0.165413528680801,0.286486500501633,512
"low-res-spect","rect",1,2,0.150375932455063,0.22972973883152,512
"low-res-spect","rect",1,4,0.165413528680801,0.227027033269405,512
"low-res-spect","rect",1,4,0.165413528680801,0.18378379046917,1024
